id,name,category,min_players,max_players,recommended_age,estimated_minutes,equipment,difficulty,description,key_coaching_points,progressions,regressions,attribute_map,solo_friendly,tags
b0f1b464-a838-45a4-ab8e-f23700e53719,Tight Space Dribble Box,Dribbling & 1v1,1,20,U9-U19,8,ball;cones,Intermediate,Dribble in a small box using many surfaces to build close control under pressure.,Many small touches;Scan;Use sole and outside,Shrink box; add timed rounds.,Enlarge box; slow tempo.,Ball Control:4|Decision Making:3|Composure:2,True,dribbling;intermediate;tight;u11-friendly
df4143ff-84e8-4080-8363-142c80f7ce8b,Skill Move Showcase (4 Moves),Dribbling & 1v1,1,20,U10-U19,10,ball;cones,Beginner,"Players cycle through four moves (scissors, step-over, L-turn, Cruyff) at stations.",Sell fake;Balance;Explode after move,Add weak-foot stations; add time goals.,Fewer moves; more coaching time.,Coordination:4|Dribbling:3|Shooting:2,True,beginner;dribbling;station;u11-friendly
91ef22b7-4b21-4612-81e6-36e289385554,1v1 to Two Goals,Dribbling & 1v1,2,10,U11-U19,12,balls;cones;small goals,Advanced,"Attacker can score in either goal, forcing defender to read hips and delay.",Attack space;Change direction;Finish quickly,Add scoring zones; add touch limit for attacker.,Bigger goals; defender shadow.,Decision Making:4|Composure:3|First Touch:2,False,1v1;advanced;dribbling;u11-friendly
5c035f8c-e5da-4ca4-a5ea-3c55a7f3e0da,Dribble + Pass Decision (2 Gates),Dribbling & 1v1,3,12,U11-U19,12,balls;cones,Advanced,Attacker drives at defender; chooses to dribble through gate or pass to support option.,Commit defender;Scan support;Timing,Add second defender; reduce time.,No defender; pattern first.,Decision Making:4|Vision:3|Receiving:2,False,advanced;choices;dribbling;u11-friendly
2817d299-f842-43e4-b299-3b090aee3d71,Winger 1v1 + Cross,Dribbling & 1v1,2,10,U12-U19,12,balls;cones;goals,Advanced,Wide attacker beats defender then crosses into target zone for finish.,First touch forward;Change pace;Head up before cross,Add live finisher; add GK.,No defender; cross on command.,Vision:4|Passing:3|Dribbling:2,False,advanced;crossing;dribbling;u11-friendly
6787ef35-3f65-4c57-a0c3-6fc366948ae0,Central 1v1 + Finish,Dribbling & 1v1,2,10,U10-U19,12,balls;cones;goal,Advanced,Attacker starts central and tries to create shot; defender focuses on delaying and tackling.,Protect ball;Create shooting lane;Quick release,Add GK; limit touches.,Defender shadow only.,Finishing:4|Composure:3|Endurance:2,False,advanced;dribbling;shooting;u11-friendly
6528d3dc-8615-48ed-baba-b44d8e4be9dd,Short Passing Pairs,Passing & Receiving,2,20,U8-U19,8,balls;cones,Beginner,"Pairs pass back and forth focusing on firm, accurate passes and clean receiving touches.",Plant foot beside ball;Follow through;First touch out of feet,One-touch rounds; increase distance; weaker foot sets.,Shorter distance; allow stop touch.,Passing:4|Receiving:3|Agility:2,False,beginner;pairs;passing;u11-friendly
3c1d9091-21db-46e2-919a-f4ba0911c9fb,Triangle Passing (3-Man),Passing & Receiving,3,9,U9-U19,10,balls;cones,Beginner,Three players pass and follow to create constant movement and angles.,Pass and move;Open hips;Communicate,One-touch only; add third-man run.,Two-touch only; increase spacing.,Passing:4|Positioning:3|Dribbling:2,False,beginner;combo;passing;u11-friendly
1ade0462-6248-44f6-8752-61e326bda8e4,Give-and-Go (Wall Pass),Passing & Receiving,3,12,U10-U19,12,balls;cones,Intermediate,"Pass to teammate, sprint around cone, receive return pass in stride.",Timing run;Weight of pass;Receive on the move,Add defender; one-touch layoff.,Walk-through pattern first.,Decision Making:4|Passing:3|Balance:2,False,intermediate;overlap;passing;u11-friendly
d1223579-aca5-4250-8e60-e50d9dd84221,Passing Gates Rotation,Passing & Receiving,4,20,U9-U19,12,balls;cones,Beginner,Pairs score by completing passes through different cone gates around grid.,Head up;Firm pass;Move into space,Touch limit; smaller gates; add defender.,Bigger gates; fewer gates.,Vision:4|Passing:3|Dribbling:2,False,beginner;passing;targets;u11-friendly
2f3fedfe-4795-4d66-9e32-b65a5bd3a68a,One-Touch Bounce Passing,Passing & Receiving,4,16,U11-U19,10,balls;cones,Advanced,Players practice one-touch bounce passes to maintain tempo under pressure.,Soft first touch;Angle support;Pass with purpose,Add live defender; reduce space.,Allow two-touch; enlarge space.,Passing:4|Decision Making:3|Dribbling:2,False,advanced;passing;tempo;u11-friendly
ef770d72-8d42-4bc3-b1e3-578cedbfaf6b,4-Corner Passing Pattern,Passing & Receiving,4,12,U10-U19,12,balls;cones,Intermediate,"Ball moves around a square with specific receiving touches (inside, across body) and runs.",Receive on half-turn;Pass with correct foot;Timing of movement,Add second ball; add defender in middle.,Remove runs; keep stationary passing.,Receiving:4|Positioning:3|Weak Foot:2,False,intermediate;passing;pattern;u11-friendly
1a93f513-e959-4295-9ea6-7e78fba765c2,Long Passing (Driven) Partners,Passing & Receiving,2,10,U12-U19,12,balls;cones,Intermediate,Partners practice driven passes over longer distance with clean first touch.,Lock ankle;Strike through ball;First touch sets next pass,Add moving target; add weak-foot sets.,Shorter distance; allow extra touch.,Passing:4|First Touch:3|Goalkeeping:2,False,intermediate;long;passing;u11-friendly
5da3cf69-a962-4798-ab01-b02251428f17,Switch Play Through Midfielder,Passing & Receiving,5,14,U12-U19,15,balls;cones,Advanced,Pattern: wide → mid → switch to opposite wide; teaches scanning and speed of circulation.,Scan far side;Body open;Pass with pace,Add passive then active defenders.,Run pattern without pressure first.,Vision:4|Passing:3|First Touch:2,False,advanced;passing;switch;u11-friendly
d6cf89a0-d4df-4dae-be10-d59e9acbc30b,Rondo 5v2 (Possession),Passing & Receiving,7,12,U11-U19,12,balls;cones,Intermediate,Keep possession in tight grid with two defenders; rotate defenders frequently.,Triangles;Quick support;Play away from pressure,Touch limit; shrink grid.,Enlarge grid; remove touch limit.,Decision Making:4|Passing:3|Receiving:2,False,intermediate;passing;rondo;u11-friendly
4f398a2a-4548-4cff-acea-5e041a00d7be,Rondo 4v2 + End Zone,Passing & Receiving,6,10,U12-U19,12,balls;cones,Advanced,Complete passes then split into end zone to score; encourages penetration passes.,Disguise pass;Timing;Support angles,Reduce end zone; add touch limit.,Enlarge end zone; allow extra touch.,Vision:4|Decision Making:3|Dribbling:2,False,advanced;passing;penetration;u11-friendly
febef11d-723e-4c95-8e31-18bfd9fb9804,Third-Man Combination,Passing & Receiving,4,12,U12-U19,12,balls;cones,Advanced,"Player A passes to B, B sets to C (third man) who plays forward; builds advanced combinations.",Timing;One-touch sets;Scan forward option,Add defender; require one-touch set.,Pattern without defender; allow extra touch.,Decision Making:4|Passing:3|Composure:2,False,advanced;combo;passing;u11-friendly
b5056d31-82c6-48a8-8a1b-fabe3ec87a92,Passing Under Pressure Box,Passing & Receiving,4,14,U11-U19,12,balls;cones,Intermediate,Players pass in small grid while 1–2 pressers force quick decisions.,Body shape open;First touch away;Communicate,Add presser; reduce space; touch limit.,Increase space; fewer pressers.,Composure:4|Passing:3|Dribbling:2,False,intermediate;passing;pressure;u11-friendly
7506523d-55af-4adc-ac76-e4da70f7dcab,Two-Ball Rhythm Passing,Passing & Receiving,6,18,U10-U19,10,balls;cones,Intermediate,Two balls circulate simultaneously; players must scan and communicate to avoid collisions.,Scan constantly;Call for ball;Move after pass,Three balls; one-touch only.,Back to one ball; slower tempo.,Vision:4|Decision Making:3|Strength:2,False,intermediate;passing;scanning;u11-friendly
61b635fb-f7e1-41a5-b4b7-e38b72f3a4c4,Receive + Split Pass,Passing & Receiving,4,12,U12-U19,12,balls;cones,Advanced,Player receives and plays a splitting pass through a gate to a runner.,Check shoulder;First touch to line up pass;Disguise,Add defender; narrow gate.,Widen gate; no defender.,Vision:4|Passing:3|Agility:2,False,advanced;passing;through-ball;u11-friendly
164899c8-e5df-488c-a1cf-e0d597d6d44d,Cross-Field Passing (Lofted),Passing & Receiving,2,10,U12-U19,12,balls;cones,Advanced,Lofted diagonal pass to opposite target; focus on technique and landing area.,Lean back slightly;Contact under ball;Aim for space,Add moving receiver; add pressure on passer.,Shorten distance; allow bounce control.,Passing:4|Vision:3|Composure:2,False,advanced;passing;switch;u11-friendly
ecdb2c42-b8be-4101-90ce-ebda29b15291,One-Touch in a Circle,Passing & Receiving,6,20,U10-U19,10,balls,Intermediate,Players in circle play one-touch passes around while scanning and adjusting angles.,Be ready early;Soft contact;Communicate,Add second ball; reverse direction on cue.,Allow two-touch; slow tempo.,Passing:4|Receiving:3|Defending:2,False,intermediate;passing;tempo;u11-friendly
0797b3f2-74cb-4758-a644-14103c7a1270,Wall Pass + Finish (Combo),Passing & Receiving,3,10,U11-U19,12,balls;cones;goal,Advanced,Player plays wall pass then shoots first time or after one touch; simulates combination to goal.,Weight of set pass;Time run;Finish quickly,Add defender; one-touch finish only.,Remove defender; allow extra touch.,Finishing:4|Passing:3|Defending:2,False,advanced;combo;passing;u11-friendly
c8163462-ec3c-437b-b069-1c79d5c34e31,Passing Accuracy Targets (Numbers),Passing & Receiving,2,20,U9-U19,10,balls;cones;targets,Beginner,Players pass to numbered targets or cones to build accuracy and focus.,Pick a target;Firm pass;Follow through,Increase distance; add weak-foot scoring.,Short distance; bigger targets.,Passing:4|Vision:3|Endurance:2,True,accuracy;beginner;passing;u11-friendly
42a321ac-4a9c-468e-ad55-d8d4d38bfcf1,Stationary Shooting Technique,Finishing & Shooting,1,6,U9-U19,8,balls;goal,Beginner,"Reps from a stationary ball focusing on body shape, contact, and placement.",Plant foot beside ball;Head over ball;Pick corner,Add targets; alternate weak foot.,Shorter distance; larger target zones.,Shooting:4|Finishing:3|Dribbling:2,True,beginner;finishing;technique;u11-friendly
75725af8-900b-491f-a76d-d0c9db63dad1,Dribble + Shoot,Finishing & Shooting,1,6,U9-U19,10,balls;cones;goal,Beginner,Dribble into a shooting lane and finish with focus on first touch into space.,Touch out of feet;Eyes on target;Follow through,Add move before shot; add time limit.,Start closer; no cones.,Finishing:4|Dribbling:3|Pressing:2,True,beginner;finish;finishing;u11-friendly
f7d7cd53-f41d-4730-a291-1cbf1661af0e,First-Time Finishing (Pass Across),Finishing & Shooting,2,10,U10-U19,12,balls;cones;goal,Intermediate,Player finishes first time from a square pass across the box.,Arrive on time;Open hips;Finish low and placed,Add defender pressure; one-touch only.,Allow one control touch.,Finishing:4|Composure:3|First Touch:2,False,finishing;intermediate;one-touch;u11-friendly
96ffd22a-e721-4bd5-baf6-1e3326ca8e4e,Angle Finishing (Wide),Finishing & Shooting,2,10,U10-U19,12,balls;cones;goal,Intermediate,Finish from an angle (wing) learning far-post vs near-post decisions.,Head up;Strike across ball;Pick corner,Add GK; add defender chase.,No GK; closer angle.,Finishing:4|Decision Making:3|Receiving:2,False,angles;finishing;intermediate;u11-friendly
dbf3689b-d1ae-4457-aa1b-9526ca744683,Cut-Back Finish,Finishing & Shooting,3,12,U11-U19,14,balls;cones;goal,Advanced,Wide player drives then cuts back to trailing runner for finish.,Timing of run;Quality cut-back;Finish first time if possible,Add defender; add GK.,Pattern without defender; slow pace.,Passing:4|Finishing:3|Shooting:2,False,advanced;crossing;finishing;u11-friendly
42a6ba9b-495f-4b1d-bfb7-b7c8ce5e3251,Volley Technique (Toss),Finishing & Shooting,1,4,U12-U19,10,balls;goal,Advanced,Toss ball and strike volley focusing on clean contact and balance.,Eyes on ball;Lock ankle;Body over strike,Add moving serve; alternate feet.,Half-volley only; lower toss.,Shooting:4|Balance:3|Weak Foot:2,True,advanced;finishing;u11-friendly;volley
23fc7e7c-bc17-4641-8dbb-4cbfa11e199d,Half-Volley (Bounce) Finish,Finishing & Shooting,1,4,U11-U19,10,balls;goal,Advanced,Strike the ball just after it bounces to train timing and technique.,Watch bounce;Meet ball early;Controlled follow-through,Increase distance; add target zones.,Shorten distance; slower serve.,Shooting:4|Composure:3|Weak Foot:2,True,advanced;finishing;timing;u11-friendly
2040e31f-7004-4a62-9414-7fc5ec552cca,Finishing Through Cones (Gate Shot),Finishing & Shooting,1,6,U9-U19,10,balls;cones;goal,Beginner,Players must shoot through a cone gate before hitting goal to encourage accuracy.,Pick gate;Head down at contact;Controlled power,Smaller gate; add time limit.,Bigger gate; closer distance.,Finishing:4|Composure:3|Defending:2,True,accuracy;beginner;finishing;u11-friendly
143ee5a7-d10c-40a9-999f-2479b3e720b3,1v1 Breakaway Finish,Finishing & Shooting,2,8,U11-U19,12,balls;cones;goal,Advanced,"Attacker dribbles in on goal and finishes with decision (place, power, chip).",Last touch out of feet;Head up;Finish early,Add chasing defender; add GK decisions.,No defender; start closer.,Decision Making:4|Finishing:3|Positioning:2,False,advanced;breakaway;finishing;u11-friendly
0648c122-a5df-49ef-8ea6-1f57c9550f22,Small-Sided Finishing Game 3v3,Finishing & Shooting,6,12,U10-U19,15,balls;cones;goals,Intermediate,Fast 3v3 game with lots of shots; encourages quick finishing and transitions.,Shoot when open;Quick transition;Support the ball,Touch limit in attacking half.,Bigger goals; fewer defenders.,Finishing:4|Decision Making:3|Passing:2,False,finishing;game;intermediate;u11-friendly
060720fc-06ef-4e34-97f3-a78c8daf40f9,Near-Post/Far-Post Decision Drill,Finishing & Shooting,2,10,U11-U19,12,balls;cones;goal,Advanced,Coach calls 'near' or 'far' late; player must adjust finish quickly.,Scan GK position;Adjust contact;Stay composed,Live GK; reduce reaction time.,Earlier call; no GK.,Composure:4|Decision Making:3|Vision:2,False,advanced;finishing;reaction;u11-friendly
818ec295-d437-48aa-8dd0-d7073c844d27,Cross + Finish (Two Runners),Finishing & Shooting,4,12,U11-U19,15,balls;cones;goal,Advanced,Wide service with near-post and far-post runners finishing first time.,Attack space;Communicate;Finish with correct surface,Add defender; add GK.,No defender; slow service.,Finishing:4|Positioning:3|Receiving:2,False,advanced;crossing;finishing;u11-friendly
a2c17a1f-47e7-45f7-a76a-09882e4fe155,Shooting on the Move (Diagonal),Finishing & Shooting,1,6,U10-U19,12,balls;cones;goal,Intermediate,Dribble diagonally and shoot across body; trains mechanics while moving.,Set hips;Plant foot;Strike through ball,Add defender cone; add weak foot.,Shorter run-up; slower pace.,Shooting:4|Dribbling:3|Speed:2,True,finishing;intermediate;movement;u11-friendly
c0528552-5157-4398-9344-de2f5250c578,Rebound Finishing (Second Ball),Finishing & Shooting,2,8,U10-U19,12,balls;goal,Intermediate,First shot creates rebound; second player finishes rebound quickly.,Crash the goal;React first;Finish simple,Add defender; one-touch only.,No defender; controlled rebounds.,Composure:4|Finishing:3|Goalkeeping:2,False,finishing;intermediate;rebound;u11-friendly
da9a20c4-8179-4d8b-baef-9863dc90e6da,Defensive Shuffle Footwork,Defending,1,20,U9-U19,6,cones,Beginner,Side-to-side shuffles staying low and balanced to build defensive movement mechanics.,Low hips;Quick small steps;No crossing feet,Add reaction cue; add ball pressure shadow.,Slow tempo; shorter sets.,Defending:4|Agility:3|Finishing:2,True,beginner;defending;footwork;u11-friendly
d8ee4d09-5557-4901-99ba-3968a849a28a,Close-Out & Contain,Defending,2,10,U10-U19,10,balls;cones,Intermediate,Defender sprints to close down attacker then slows to contain and force sideways.,"Fast-close, slow-arrive;Angle body;Stay patient",Add live tackle; add scoring line for attacker.,Shadow only; bigger space.,Defending:4|Composure:3|Ball Control:2,False,contain;defending;intermediate;u11-friendly
569e32f5-7b01-44fc-8b5b-54ee0b172f24,1v1 Defending Channel,Defending,2,12,U10-U19,12,balls;cones,Intermediate,Defender forces attacker down narrow channel and tries to win ball or delay.,Show one way;Time tackle;Stay balanced,Narrow channel; add time limit.,Wider channel; defender starts closer.,Defending:4|Positioning:3|Dribbling:2,False,1v1;defending;intermediate;u11-friendly
43be339f-ed28-4736-a4e1-22c11b3c7137,Delay & Recover (2v2),Defending,4,12,U11-U19,12,balls;cones;small goals,Advanced,"2v2 defending with focus on delaying, covering, and recovering shape after being beaten.",First defender delays;Second defender covers;Communicate,Add transition rule; reduce space.,No goals; just win and dribble out.,Positioning:4|Pressing:3|Receiving:2,False,advanced;defending;team-defend;u11-friendly
52f53901-f484-40fe-acc2-846cbbda3567,Pressing Triggers Walkthrough,Defending,6,18,U12-U19,12,cones;balls,Intermediate,"Team practices when to press (bad touch, back pass) and how to angle runs.",Press on trigger;Angle run;Cover shadow,Add live play; add scoring for forced turnovers.,Walk speed; fewer triggers.,Pressing:4|Decision Making:3|Goalkeeping:2,False,defending;intermediate;press;u11-friendly
08750f59-0179-4ae7-9589-e57bc5180ef1,Defensive Transition 3v2,Defending,5,12,U12-U19,12,balls;cones;goals,Advanced,Defenders recover against 3 attackers; focus on delay and protect middle.,Protect central lane;Delay until help;Communicate,Add fourth attacker; add time limit.,Start defenders deeper; larger space.,Positioning:4|Decision Making:3|Dribbling:2,False,advanced;defending;transition;u11-friendly
910b66ab-328e-4b08-b68f-7b63f93e5fdc,Tackling Technique (Poke/Block),Defending,2,10,U11-U19,10,balls;cones,Intermediate,Controlled tackling reps focusing on poke tackle and block tackle timing.,Side-on stance;Timing;Win ball and secure,Add live 1v1; add scoring.,Passive attacker; slow pace.,Defending:4|Composure:3|Coordination:2,False,defending;intermediate;tackle;u11-friendly
affbea87-fb31-4403-a063-479ccfdc6f45,Backpedal + Turn Sprint,Defending,1,20,U10-U19,8,cones,Beginner,Defenders backpedal then turn and sprint to simulate tracking runs.,Quick turn;Stay balanced;Accelerate,Add ball and pass to chase.,Shorter distance; slower backpedal.,Agility:4|Speed:3|Vision:2,True,beginner;defending;tracking;u11-friendly
d0985fa0-2a1c-4027-8792-21735f8a1dae,Intercepting Passing Lanes,Defending,4,14,U11-U19,12,balls;cones,Advanced,Defenders learn to read body cues and step into lanes to intercept.,Read hips;Anticipate;Secure first touch,Make play live; add counter goals.,Slower pattern first.,Vision:4|Defending:3|Coordination:2,False,advanced;defending;intercept;u11-friendly
bbbd77c3-0881-44f3-89e0-a99d5cac97ee,Block the Shot Lane,Defending,2,10,U10-U19,10,balls;cones;goal,Intermediate,Defender positions to block shooting lane while staying able to tackle.,Angle body;Stay close enough;Don’t dive in,Add live 1v1 to goal.,Attacker limited touches.,Defending:4|Positioning:3|Composure:2,False,defending;intermediate;shot-block;u11-friendly
839ab0d0-e4fc-43da-b97c-04537a736868,Scanning Grid (Color/Number),Tactical / Game Intelligence,1,12,U10-U19,8,balls;cones,Intermediate,Players dribble while scanning and reacting to called colors/numbers at the edge of grid.,Head up;Scan shoulders;Fast reaction,Add two cues; add pass on cue.,Fewer cues; slower tempo.,Vision:4|Decision Making:3|First Touch:2,True,intermediate;scanning;tactical;u11-friendly
7420a981-6227-41ec-ab0a-96e014c55e9d,Find the Free Player (4v4+2),Tactical / Game Intelligence,10,14,U12-U19,15,balls;cones,Advanced,Possession game with neutrals to teach finding overloads and switching play.,Use neutrals;Switch quickly;Create triangles,Touch limit; smaller grid.,Bigger grid; add extra neutral.,Vision:4|Decision Making:3|Coordination:2,False,advanced;possession;tactical;u11-friendly
1d89a09a-618a-4b73-851a-723135e27167,Build-Out Pattern (GK to Mid),Tactical / Game Intelligence,6,14,U10-U19,15,balls;cones;goal,Intermediate,Structured pattern to play out from the back through midfield targets.,Open body shape;Support angles;Play away from pressure,Add live pressers; add constraints.,Walk-through pattern first.,Positioning:4|Passing:3|Dribbling:2,False,buildout;intermediate;tactical;u11-friendly
9539f813-09c5-418a-a030-8c4fcb2def56,Switch of Play Game (End Zones),Tactical / Game Intelligence,8,16,U11-U19,15,balls;cones,Intermediate,Score by moving ball from one end zone to the other; encourages switching.,Scan far side;Move ball quickly;Stay wide,Touch limit; add defender in end zone.,Bigger zones; add neutral player.,Vision:4|Passing:3|Endurance:2,False,intermediate;switch;tactical;u11-friendly
c094d275-c3cc-431c-bc17-0d5f794c0695,Counterpress 5-Second Rule,Tactical / Game Intelligence,8,16,U12-U19,12,balls;cones,Advanced,"After losing ball, team has 5 seconds to win it back; trains counterpress habits.",Immediate reaction;Nearest player presses;Cover passing lanes,Reduce to 3 seconds; smaller grid.,Increase to 7 seconds; larger grid.,Pressing:4|Decision Making:3|Defending:2,False,advanced;tactical;transition;u11-friendly
e3610e68-1c2a-4ed1-bd45-266a33b35a25,Compactness Lines (Defense Shape),Tactical / Game Intelligence,10,18,U11-U19,12,cones,Intermediate,Team moves as a unit to maintain compact distance between lines and laterally.,Distances tight;Move together;Communication,Add ball and live attackers.,Walk speed; fewer players.,Positioning:4|Decision Making:3|Defending:2,False,intermediate;shape;tactical;u11-friendly
3d9cc081-3fd4-45e0-9010-fd28bfdd3d7c,Overload to Finish (4v3),Tactical / Game Intelligence,7,14,U11-U19,15,balls;cones;goal,Advanced,Attacking overload focusing on creating shot via quick combination and decision making.,Fast tempo;Commit defender;Final pass quality,Touch limit; add recovery defender.,More space; no defender initially.,Decision Making:4|Finishing:3|Vision:2,False,advanced;attack;tactical;u11-friendly
72fc634c-4b23-4a27-a159-b5d3384c71c6,Third-Man Run Game (3 Zones),Tactical / Game Intelligence,8,16,U12-U19,15,balls;cones,Advanced,"To enter next zone, a third-man run must receive; encourages off-ball movement.",Timing of run;Pass weight;Scan,Touch limit; reduce space.,Allow direct pass between zones.,Positioning:4|Vision:3|Pressing:2,False,advanced;movement;tactical;u11-friendly
7bd325c3-7cc6-4ee0-ac27-5540bcf8a9d2,Finishing Decision (Shoot/Slip/Recycle),Tactical / Game Intelligence,6,14,U12-U19,12,balls;cones;goal,Advanced,"Small-sided attack where player must decide to shoot, slip pass, or recycle based on pressure.",Head up;Recognize pressure;Choose best option,Add defender; reduce touches.,No defender; coach-guided choices.,Decision Making:4|Composure:3|First Touch:2,False,advanced;choices;tactical;u11-friendly
86215e89-fcf2-4061-a905-c9612390a698,Set-Piece Walkthrough (Corners),Tactical / Game Intelligence,8,16,U12-U19,12,balls;cones;goal,Intermediate,"Organize roles for corners (near, far, edge) and rehearse timing and delivery.",Timing;Attack zones;Second balls,Add defenders; live delivery under pressure.,No defenders; slow tempo.,Positioning:4|Vision:3|Balance:2,False,intermediate;set-piece;tactical;u11-friendly
ac47eee6-fff9-4db7-8a32-c6352293412e,Agility Ladder – Basic Patterns,Speed & Agility,1,20,U8-U19,6,ladder,Beginner,"Footwork patterns (in-in-out-out, one foot each) to improve coordination and speed.",Fast feet;Stay light;Good posture,Add ball carry after ladder; add reaction finish.,Fewer patterns; slow tempo.,Agility:4|Coordination:3|Passing:2,True,beginner;ladder;speed;u11-friendly
3af406e7-4ccd-4507-b387-b2271a72b08f,Cone Acceleration Sprints,Speed & Agility,1,20,U8-U19,6,cones,Beginner,Short 5–15 yard sprints focusing on explosive first steps.,Big first step;Forward lean;Pump arms,Add ball at end; add competition races.,Shorter sprints; longer rest.,Speed:4|Strength:3|Goalkeeping:2,True,beginner;speed;sprint;u11-friendly
0b50bfe4-2bf5-4698-9300-8a57b68b367e,Reaction Sprint (Visual Cue),Speed & Agility,2,20,U10-U19,6,cones,Intermediate,Players start in ready stance and sprint when coach raises a color/hand signal.,Ready position;Explode on cue;Run through line,Add change of direction; add ball pickup.,Predictable cue; longer rest.,Speed:4|Decision Making:3|Finishing:2,False,intermediate;reaction;speed;u11-friendly
850f1cf0-8a27-4ebe-a70a-ecea48855715,5-10-5 Shuttle,Speed & Agility,1,20,U10-U19,8,cones,Intermediate,Classic shuttle for lateral acceleration and deceleration control.,Low hips;Plant outside foot;Explode out of turns,Add ball carry; add time targets.,Shorter distance; fewer reps.,Agility:4|Balance:3|Positioning:2,True,intermediate;shuttle;speed;u11-friendly
30ef816b-8f74-45ce-81c4-f5b0e0d19528,T-Drill (Change of Direction),Speed & Agility,1,20,U11-U19,8,cones,Intermediate,"Sprint forward, shuffle laterally, backpedal; trains multi-direction footwork.",Stay low on shuffles;Quick feet;Control deceleration,Add ball; add reaction call to choose direction.,Reduce distances; walk-through first.,Agility:4|Coordination:3|Receiving:2,True,cod;intermediate;speed;u11-friendly
8dd70d8f-8526-4692-9209-7cc208330f36,Plyo: Skater Jumps,Speed & Agility,1,20,U12-U19,6,cones,Advanced,Lateral jumps landing on one foot to build stability and power for cutting.,Stick landing;Knee over toe;Stable core,Add distance; add ball catch on landing.,Two-foot lateral hops.,Strength:4|Balance:3|Goalkeeping:2,True,advanced;plyo;speed;u11-friendly
5512ddda-803a-4f28-a69f-71539f5d7c44,Sprint + Decel Box,Speed & Agility,1,20,U11-U19,8,cones,Intermediate,Sprint then decelerate into small box under control; reduces injury and improves control.,Chop steps to slow;Stay balanced;Control stop,Add turn on stop; add ball.,Longer decel zone; slower pace.,Agility:4|Balance:3|Passing:2,True,decel;intermediate;speed;u11-friendly
56a18239-2161-47b8-a786-6e121381c0be,Curved Runs (Pressing Angles),Speed & Agility,4,18,U12-U19,8,cones,Intermediate,Players practice curved sprint lines to block passing lanes while pressing.,Arc run;Arrive under control;Cover shadow,Add ball carrier; add decision of press trigger.,Walk-through arcs.,Pressing:4|Speed:3|Shooting:2,False,intermediate;press;speed;u11-friendly
c95bd4d4-d71a-410f-b93e-c304c9fbb89b,Sprint Relay With Ball,Speed & Agility,4,20,U9-U19,10,balls;cones,Beginner,Teams race while dribbling; emphasizes speed control and teamwork.,Control first;Head up;No wild touches,Add turns; add weak-foot only leg.,No ball; sprint relay.,Speed:4|Dribbling:3|Positioning:2,False,beginner;relay;speed;u11-friendly
99dbece0-da99-4275-ac31-3eb0a13b4455,Quick Turns (3 Cone) COD,Speed & Agility,1,20,U10-U19,8,cones,Intermediate,"Sprint to cone, sharp turn, sprint to next; repeat to build change-of-direction speed.",Lower hips on turn;Plant outside foot;Explode out,Add ball carry; reduce rest.,Longer rest; fewer reps.,Agility:4|Speed:3|Passing:2,True,intermediate;speed;turns;u11-friendly
ba8c8e91-add0-431e-82f0-51e0b8c1a659,Ball Mastery Intervals (30/30),Conditioning,1,20,U10-U19,12,balls,Intermediate,"30 seconds high-intensity touches, 30 seconds rest; repeat to build soccer fitness with ball.",High tempo;Quality touches;Breathe,40/20 rounds; add weak-foot only rounds.,20/40 rounds; lower intensity.,Endurance:4|Ball Control:3|First Touch:2,True,conditioning;intermediate;intervals;u11-friendly
07e61608-0857-4abe-ba26-e0de1777c8ae,Dribble-Sprint Cycles,Conditioning,1,20,U10-U19,12,balls;cones,Intermediate,Dribble 15 yards then sprint 15 yards repeatedly to simulate match bursts.,Control dribble;Explode sprint;Recover quickly,Add turn; add finish at end.,Shorter cycles; longer rest.,Endurance:4|Speed:3|Finishing:2,True,conditioning;fitness;intermediate;u11-friendly
2c37c788-dec6-4e82-8c60-959a5ad5d02e,Small-Sided Conditioning 4v4,Conditioning,8,16,U10-U19,16,balls;cones;goals,Intermediate,High-tempo small-sided game for conditioning with decision making under fatigue.,Play fast;Transition quickly;Keep shape,Touch limit; smaller field.,Bigger field; add rest breaks.,Endurance:4|Decision Making:3|Passing:2,False,conditioning;game;intermediate;u11-friendly
9f2e314d-0e21-4581-b9e5-6bf55759f88f,Tempo Runs (On/Off),Conditioning,1,20,U12-U19,15,cones,Intermediate,Alternating moderate and fast runs to build aerobic base for soccer.,Even pace;Good posture;Controlled breathing,Increase fast intervals; add ball carry on moderate sections.,Reduce total rounds.,Endurance:4|Strength:3|Decision Making:2,True,conditioning;intermediate;running;u11-friendly
f2432533-2aed-4ccc-8b0c-5f142383abba,Defensive Press Waves,Conditioning,8,18,U12-U19,15,balls;cones;goals,Advanced,"Repeated pressing waves: team presses, wins ball, attacks quickly; repeat for conditioning.",Immediate press;Recover shape;Sprint efforts,Reduce rest; add scoring constraints.,More rest; fewer waves.,Pressing:4|Endurance:3|Defending:2,False,advanced;conditioning;u11-friendly;waves
62f537e3-2aad-4b0e-87b1-83964dcb9544,Finishing Under Fatigue,Conditioning,4,12,U11-U19,15,balls;cones;goal,Advanced,Players do a short sprint then finish; trains composure while tired.,Head up;Technique under fatigue;Quick setup touch,Add defender; add time target.,Shorter sprints; closer shots.,Composure:4|Endurance:3|Weak Foot:2,False,advanced;conditioning;fatigue;u11-friendly
